authors,category,parent_category,title,description,image_url,price,pages,publisher,date_string,dimensions,main_category
"Orin Thomas,Peter Ward,Bob Taylor",Computer Certification for Microsoft,Computer Certification,Training Kit (Exam 70-462) Administering Microsoft SQL Server 2012 Databases (MCSA),"EXAM PREP GUIDE   Ace your preparation for the skills measured by Exam 70-462—and on the job—with this official Microsoft study guide. Work at your own pace through a series of lessons and reviews that fully cover each exam objective. Then, reinforce and apply what you’ve learned through real-world case scenarios and practice exercises.   Maximize your performance on the exam by mastering the skills and experience measured by these objectives:   Install and configure SQL Server Maintain instances and databases Optimize and troubleshoot SQL Server Manage data Implement security Implement high availability   PRACTICE TESTS   A Note Regarding Practice Tests Assess your skills with practice tests. You can work through hundreds of questions using multiple testing modes to meet your specific learning needs. You get detailed explanations for right and wrong answers—including a customized learning path that describes how and where to focus your studies.  For customers who purchase an ebook version of this title, instructions for downloading the CD files can be found in the ebook.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780735666078/training-kit-exam-70-462-administering-microsoft-sql-server-2012-databases-mcsa-.jpg,68.75,624,"Microsoft Press,U.S.",2012-07-25,22.8 x 18.8 x 3.1,Databases
"Dejan Sarka,Matija Lah",Computer Certification for Microsoft,Computer Certification,Implementing a Data Warehouse with Microsoft (R) SQL Server (R) 2012,"Ace your preparation for Microsoft Certification Exam 70-463 with this 2-in-1 Training Kit from Microsoft Press. Work at your own pace through a series of lessons and practical exercises, and then assess your skills with online practice tests—featuring multiple, customizable testing options. Maximize your performance on the exam by learning how to:  Design and implement a data warehouse Develop and enhance SQL Server Integration Services packages Manage and maintain SQL Server Integration Services packages Build data quality solutions Implement custom code in SQL Server Integration Services packages    For customers who purchase an ebook version of this title, instructions for downloading the CD files can be found in the ebook.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780735666092/implementing-a-data-warehouse-with-microsoft-r-sql-server-r-2012.jpg,64.5,600,"Microsoft Press,U.S.",2012-12-25,22.8 x 18.7 x 4.3,Databases
Ben Williamson,Databases,Computing & I.T.,Big Data in Education,"Big data has the power to transform education and educational research. Governments, researchers and commercial companies are only beginning to understand the potential that big data offers in informing policy ideas, contributing to the development of new educational tools and innovative ways of conducting research.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781473948006/big-data-in-education.jpg,57.5,256,Sage Publications Ltd,2017-09-09,24.3 x 17.1 x 1.4,Databases
Mike Grigsby,Market Research,Sales & Marketing,Advanced Customer Analytics,"Advanced Customer Analytics provides a clear guide to the specific analytical challenges faced by the retail sector. The book covers the nature and scale of data obtained in transactions, relative proximity to the consumer and the need to monitor customer behaviour across multiple channels. The book advocates a category management approach, taking into account the need to understand the consumer mindset through elasticity modelling and discount strategies, as well as targeted marketing and loyalty design. A practical, no-nonsense approach to complex scenarios is taken throughout, breaking down tasks into easily digestible steps. The use of a fictional retail analyst 'Scott' helps to provide accessible examples of practice. Advanced Customer Analytics does not skirt around the complexities of this subject but offers conceptual support to steer retail marketers towards making the right choices for analysing their data.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780749477158/advanced-customer-analytics.jpg,39.25,264,Kogan Page Ltd,2016-10-15,23.4 x 15.6 x 1.8,Databases
Timandra Harkness,Data Analysis,Research & Information,Big Data,"Timandra Harkness is a writer, comedian and broadcaster, who has been performing on scientific, mathematical and statistical topics since the latter days of the 20th Century. She is a regular on BBC Radio, resident reporter on social psychology series The Human Zoo as well as writing and presenting documentaries including BBC Radio 4's Data, Data Everywhere and FutureProofing series. In 2010 she co-wrote and performed Your Days Are Numbered: The Maths of Death, with stand-up mathematician Matt Parker, which was a sell-out hit at the Edinburgh Fringe before touring the rest of the UK and Australia. Science comedy since then includes solo show Brainsex, cabarets and gameshows. She is currently writing a new comedy show about Big Data.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781472935830/big-data.jpg,11.25,304,Bloomsbury Publishing,2016-07-27,21.1 x 13.3 x 2.3,Databases
EMC Education Services,Computer Networking & Communications,Computing & I.T.,Data Science & Big Data Analytics,"Data Science and Big Data Analytics is about harnessing the power of data for new insights. The book covers the breadth of activities and methods and tools that Data Scientists use. The content focuses on concepts, principles and practical applications that are applicable to any industry and technology environment, and the learning is supported and explained with examples that you can replicate using open-source software. This book will help you:  Become a contributor on a data science team Deploy a structured lifecycle approach to data analytics problems Apply appropriate analytic techniques and tools to analyzing big data Learn how to tell a compelling story with data to drive business action Prepare for EMC Proven Professional Data Science Certification  Corresponding data sets are available at www.wiley.com/go/9781118876138. Get started discovering, analyzing, visualizing, and presenting data in a meaningful way today!",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781118876138/data-science-big-data-analytics.jpg,61.5,432,John Wiley & Sons Inc,2015-01-16,24.0 x 19.5 x 2.8,Databases
Wayne Winston,Microsoft Excel,Spreadsheet Software,Data Analysis and Business Modeling,"Master business modeling and analysis techniques with Microsoft Excel 2013, and transform data into bottom-line results. Written by award-winning educator Wayne Winston, this hands-on, scenario-focused guide shows you how to use the latest Excel tools to integrate data from multiple tables—and how to effectively build a relational data source inside an Excel workbook.  Solve real business problems with Excel—and sharpen your edge  Summarize data with PivotTables and Descriptive Statistics Explore new trends in predictive and prescriptive analytics Use Excel Trend Curves, multiple regression, and exponential smoothing Master advanced Excel functions such as OFFSET and INDIRECT Delve into key financial, statistical, and time functions  Make your charts more effective with the Power View tool Tame complex optimization problems with Excel Solver  Run Monte Carlo simulations on stock prices and bidding models Apply important modeling tools such as the Inquire add-in ",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780735669130/data-analysis-and-business-modeling.jpg,57.9,888,"Microsoft Press,U.S.",2014-01-25,18.9 x 22.8 x 4.6,Databases
"Paul Turley,Riccardo Muti,Christopher Finlan",Computer Networking & Communications,Computing & I.T.,Professional Microsoft SQL Server 2016 Reporting Services and Mobile Reports,"Optimize reporting and BI with Microsoft SQL Server 2016Professional Microsoft SQL Server 2016 Reporting Services and Mobile Dashboardsprovides a comprehensive lesson in business intelligence (BI), operational reporting and Reporting Services architecture using a clear, concise tutorial approach. You'll learn effective report solution design based upon many years of experience with successful report solutions. Improve your own reports with advanced, best-practice design, usability, query design, and filtering techniques. Expert guidance provides insight into common report types and explains where each could be made more efficient, while providing step-by step instruction on Microsoft SQL Server 2016. All changes to the 2016 release are covered in detail, including improvements to the Visual Studio Report Designer (SQL Server Data Tools) and Report Builder, Mobile Dashboard Designer, the new Report Portal Interface, HTML-5 Rendering, Power BI integration, Custom Parameters Pane, and more.The Microsoft SQL Server 2016 release will include significant changes. New functionality, new capabilities, re-tooled processes, and changing support require a considerable update to existing knowledge. Whether you're starting from scratch or simply upgrading, this book is an essential guide to report design and business intelligence solutions.Understand BI fundamentals and Reporting Services architecture Learn the ingredients to a successful report design Get up to speed on Microsoft SQL Server 2016 Grasp the purpose behind common designs to optimize your reporting Microsoft SQL Server Reporting Services makes reporting faster, easier, and more powerful than ever in web, desktop and portal solutions. Compatibility with an extensive variety of data sources makes it a go-to solution for organizations across the globe. The 2016 release brings some of the biggest changes in years, and the full depth and breadth of these changes can create a serious snag in your workflow. For a clear tutorial geared toward the working professional,Professional Microsoft SQL Server 2016 Reporting Services and Mobile Dashboards is the ideal guide for getting up to speed and producing successful reports.  ",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781119258353/professional-microsoft-sql-server-2016-reporting-services-and-mobile-reports.jpg,56.5,816,John Wiley & Sons Inc,2017-01-27,23.5 x 18.5 x 3.5,Databases
Gayle Laakmann McDowell,Advice on Careers & Achieving Success,Self-Help & Personal Development,Cracking the Coding Interview,"Her background is in software development. She has worked as a software engineer at Google, Microsoft, and Apple. At Google, she interviewed hundreds of software engineers and evaluated thousands of hiring packets on the hiring committee. She holds a B.S.E. and M.S.E. in computer science from the University of Pennsylvania and an MBA from the Wharton School.  ",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780984782857/cracking-the-coding-interview.jpg,43.25,708,CareerCup,2015-07-01,26.2 x 17.7 x 3.7,Software Development
Jon Duckett,Computer Programming & Software Development,Computing & I.T.,"Web Design with HTML, Css, JavaScript and Jquery Set","HTML & CSS: Designing and Building Web Sites teaches readers the basics of HTML and CSS. This book is unique because it throws away dull templates and presents the information in full color, with the use of helpful info-graphics. It starts by introducing structure and hierarchy rather than jumping with the first elements or how websites work. Since a picture can often tell a thousand words, the book introduces each new element in a visual way, relying on images and diagrams rather than pages of text. It then goes on to discuss CSS, and teaches the reader how to control how their pages will look / appear. As a value-add, the book is accompanied by a website that the user can download to their computer with lots of examples and exercises to try for themselves. The book covers: structure, text, lists, links, images, tables, forms, useful options, adding style w/CSS, controlling fonts, colors, thinking in boxes, styling lists, styling tables, layouts, using grids, and offers practical advice about SEO, Google analytics, ftp, and HTML5 all in beautifully rendered 4-color ease of reading. The reader will learn:  How pages are structured How to create text How to create lists Linking between pages on a site Adding images to a page Structure and creation of tables Elements of forms and how to create How to add style with CSS Controlling fonts Adding colors Layouts  JavaScript & jQuery: Interactive Front-End Development takes a far more visual approach than other titles in the topical area, with lots of diagrams, infographics, and lifestyle photography, following the same format as HTML & CSS (design and build websites). The audience of that title has already shown a strong interest in a book on JavaScript in this format. Unlike the majority of books on JavaScript or JQuery, this title covers both (because JQuery makes it easier and faster to develop your own scripts), and it does not assume experience of either of these technologies. It will make use of some popular JQuery plugins to illustrate techniques that would otherwise require many pages of detailed explanation (if the reader were being taught to create the plugins from scratch themselves). By explaining how it works, we can use fewer pages and still explain the same core concepts (simultaneously showing readers how to use JQuery plugins rather than writing scripts from scratch). The book explains the jargon of programming clearly and simply to those who do not understand the vocabulary (rather than pretending to be jargon-free), which is important because the reader does need to know these terms if they are to understand how to use many of the JQuery plugins available and understand their documentation. Along the way, the book will include many pro-tips to attract the attention of people who already know a bit of JavaScript and make them feel like they are still learning something new. The book also has some very timely features (not covered in competing titles) including:  Mentions of CSS transforms where they are a good alternative to JavaScript Responsive design techniques Using JavaScript to serve images for Retina displays.   ",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781118907443/web-design-with-html-css-javascript-and-jquery-set.jpg,59.25,1152,John Wiley & Sons Inc,2014-06-20,23.37 x 18.8 x 5.9,Software Development
John Nussey,Digital Lifestyle,Computing,Arduino For Dummies,"This is no ordinary circuit board. Arduino allows anyone, whether you're an artist, designer, programmer or hobbyist, to learn about and play with electronics. Through this book you learn how to build a variety of circuits that can sense or control things in the real world. Maybe you'll prototype your own product or create a piece of interactive artwork? This book equips you with everything you'll need to build your own Arduino project, but what you make is up to you! If you're ready to bring your ideas into the real world or are curious about the possibilities, this book is for you",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781118446379/arduino-for-dummies.jpg,29.25,446,John Wiley & Sons Inc,2013-05-23,23.5 x 18.6 x 2.4,Software Development
"Aimee Song,Diane Von Furstenberg",Photographic Equipment & Techniques,Photography & Photographs,Capture Your Style,"Aimee Song is the blogger behind Song of Style, a popular fashion and interior design blog. With over three million Instagram followers and four million monthly views to the website, she’s been featured on the Forbes 30 Under 30 list and has collaborated with luxury and commercial brands including Michael Kors, Diane von Furstenberg, Tiffany & Co., Elle Magazine, Maybelline, L’Oréal, Roxy, Seven For All Mankind, Gucci, Valentino, Macy’s, Bloomingdale’s, Express, Nine West, TopShop, Levi’s, Chloé, Marc Jacobs, Gap, eBay, Dolce & Gabbana, CoverGirl, and more. Aimee also runs an interior design business, Song of Style Design, and frequently appears on national television spots for CoverGirl, E!, MTV, and more. She lives in Los Angeles.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781419722158/capture-your-style.jpg,23.95,208,Abrams,2016-10-01,20.3 x 20.3 x 1.7,Software Development
Nick Willoughby,Computer Programming & Software Development,Computing & I.T.,Making Youtube Videos,"Does your child long to be the next Smosh? Or Fine Bros.? Do you even know who these people are? Don't worry if you don't. They're part of the new phenomenon of the ""YouTube celebrity"" - individuals finding fame simply by creating and posting videos to YouTube. Whether looking for fame or simply wanting to make videos for their friends, Making YouTube Videos is the place your kids should start. Written by a filmmaking expert who runs camps for would-be filmmakers as young as 7, this book takes the reader step by step from idea to sharing on YouTube. Projects include:* Shooting a video - using a camera as simple as one built in a phone, how to shoot video using tested techniques for framing, lighting, and sound recording* Editing the video - explains how to grab free software and make simple edits like cutting out scenes, adding to a timeline, adding transitions, and building in special effects* Posting to YouTube - the basics of creating a channel, uploading video, setting privacy, and talking to your audienceThis book is part of the 'Dummies Junior' initiative, a new series extension from the trusted For Dummies brand that is created to appeal to and educate younger readers. The series applies the core For Dummies approach of presenting complicated topics in a light-hearted and non-intimidating way while adding key changes for the unique needs of this audience, including:    * A design that is heavy on eye-popping graphics and focused on the steps to completing a project.  * A small, full-color, non-intimidating package that instills confidence in the reader  * A focus on 2-3 basic projects that sets the student on the road to further exploration",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781119177241/making-youtube-videos.jpg,12.5,128,John Wiley & Sons Inc,2015-10-23,21.7 x 14.0 x 0.5,Software Development
Lyssa Adkins,Software Engineering,Computer Programming & Software Development,Coaching Agile Teams,"Lyssa Adkins has taught Scrum to hundreds of students, coached many agile teams, and served as master coach to many apprentice coaches since 2004. Coaching coaches one-on-one and in small groups, she enjoys a front-row seat as remarkable agile coaches emerge and go on to entice the very best from the teams they coach. Prior to agile, Adkins had more than fifteen years of expertise leading project teams and groups of project managers in large and small consulting firms, commercial software companies, and the Fortune 500, yet nothing prepared her for the power of agile done simply and well. She teaches the “Coaching Agile Teams” training course, which allows agile coaches to learn, practice, and deepen the skills and mind-sets offered in the book.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780321637703/coaching-agile-teams.jpg,49.9,352,Pearson Education (US),2010-07-19,23.1 x 18.0 x 1.8,Software Development
Nikhil Abraham,Computer Programming & Software Development,Computing & I.T.,Coding All-in-One For Dummies,"See all the things coding can accomplish The demand for people with coding know-how exceeds the number of people who understand the languages that power technology. Coding All-in-One For Dummies gives you an ideal place to start when you're ready to add this valuable asset to your professional repertoire. Whether you need to learn how coding works to build a web page or an application or see how coding drives the data revolution, this resource introduces the languages and processes you'll need to know. Peek inside to quickly learn the basics of simple web languages, then move on to start thinking like a professional coder and using languages that power big applications. Take a look inside for the steps to get started with updating a website, creating the next great mobile app, or exploring the world of data science. Whether you're looking for a complete beginner's guide or a trusted resource for when you encounter problems with coding, there's something for you!  Create code for the web Get the tools to create a mobile app Discover languages that power data science See the future of coding with machine learning tools  With the demand for skilled coders at an all-time high, Coding All-in-One For Dummies is here to propel coding newbies to the ranks of professional programmers.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781119363026/coding-all-in-one-for-dummies.jpg,47.25,792,John Wiley & Sons Inc,2017-05-25,23.5 x 18.7 x 3.8,Software Development
Monk,Electronics & Communications Engineering,Engineering & Technology,Programming Arduino,"A fully updated guide to quickly and easily programming Arduino Thoroughly revised for the new Arduino Uno R3, this bestselling guide explains how to write well-crafted sketches using Arduino's modified C language. You will learn how to configure hardware and software, develop your own sketches, work with built-in and custom Arduino libraries, and explore the Internet of Things-all with no prior programming experience required! Electronics guru Simon Monk gets you up to speed quickly, teaching all concepts and syntax through simple language and clear instruction designed for absolute beginners. Programming Arduino: Getting Started with Sketches, Second Edition, features dozens of easy-to-follow examples and high-quality illustrations. All of the sample sketches featured in the book can be used as-is or modified to suit your needs. An all-new chapter teaches programming Arduino for Internet of Things projects Screenshots, diagrams, and source code illustrate each technique All sample programs in the book are available for download",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781259641633/programming-arduino.jpg,18.75,208,McGraw-Hill Education - Europe,2016-06-29,23.0 x 15.2 x 1.0,Software Development
Mike Grigsby,Market Research,Sales & Marketing,Marketing Analytics,"Who is most likely to buy and what is the best way to target them? How can businesses improve strategy without identifying the key influencing factors? The second edition of Marketing Analytics enables marketers and business analysts to leverage predictive techniques to measure and improve performance. By exploring real-world marketing challenges, it provides clear, jargon-free explanations on how to apply different analytical models for each purpose. From targeted list creation and data segmentation, to testing campaign effectiveness, pricing structures and forecasting demand, this book offers a welcome handbook on how statistics, consumer analytics and modelling can be put to optimal use.   The fully revised second edition of Marketing Analytics includes three new chapters on big data analytics, insights and panel regression, including how to collect, separate and analyze big data. All of the advanced tools and techniques for predictive analytics have been updated, translating models such as tobit analysis for customer lifetime value into everyday use. Whether an experienced practitioner or having no prior knowledge, methodologies are simplified to ensure the more complex aspects of data and analytics are fully accessible for any level of application. Complete with downloadable data sets and test bank resources, this book supplies a concrete foundation to optimize marketing analytics for day-to-day business advantage.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780749482169/marketing-analytics.jpg,69.5,240,Kogan Page Ltd,2018-04-28,15.9 x 23.4 x 1.3,Software Development
Michael Freeman,Photographic Equipment & Techniques,Photography & Photographs,The Photographer's Eye,"Design is the single most important factor in creating a successful   photograph. The ability to see the potential for a strong picture and   then organize the graphic elements into an effective, compelling   composition has always been one of the key skills in making  photographs.  Of course, digital photography has brought a new, exciting  aspect to  design  first because the instant feedback from a digital  camera allows  immediate appraisal and improvement; and second because  image-editing  tools make it possible to alter and enhance the design  after the shutter  has been pressed. This has had a profound effect on  the way digital  photographers take pictures. The Photographer's Eye  shows how anyone can  develop an eye for seeing great digital photos.  The book explores all  the traditional approaches to composition and  design, but crucially, it  also addresses the new digital technique of  shooting in the knowledge  that a picture will later be edited,  manipulated, or montaged to result  in a final image that may be very  different from the one seen in the viewfinder.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781781574553/the-photographer-s-eye.jpg,26.95,192,Octopus Publishing Group,2017-07-11,25.5 x 23.7 x 1.4,Software Development
Julia Ross,Family & Health,Non-Fiction,The Mood Cure,"Weare in a bad mood epidemic, but Julia Rossas plan provides a natural cure. Drawing on thirty years of experience, she presents breakthrough solutions to overcoming depression, anxiety, irritability, stress, and other negative emotional states that are diminishing the quality of our lives. Her comprehensive program is based on the use of four mood- building amino acids and other surprisingly potent nutrient supplements, plus a diet rich in good-mood foods such as protein, healthy fat, and certain key vegetables. Including an individualized mood-type questionnaire, ""The Mood Cure"" has all the tools to help you get started today and feel better tomorrow.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780142003640/the-mood-cure.jpg,23.5,400,Penguin Books,2003-12-30,20.2 x 13.6 x 2.3,Software Development
"Tony Northrup,Chelsea Knowles",Photographic Equipment & Techniques,Photography & Photographs,Tony Northrup's DSLR Book,"Stunning Digital Photography is much more than a book; it's a hands-on, self-paced photography class with over three hours of online training videos and free help from the author and other readers. That's why award-winning author and photographer Tony Northrup's book quickly became #1 photography e-book of 2012 with over 100,000 readers.  This book gives you four innovations no other book offers:  1) Free video training. Watch over three hours of fast-paced, hands-on video tutorials integrated into the book to support and reinforce the lessons. View the videos using any web browser or by scanning QR codes with your smartphone. 2) Hands-on practices. Complete the practices at the end of every chapter to get the real world experience you need. 3) Classroom support. Join an author led private community of supportive, helpful people who also want to improve their photography. 4) Free ebook with updates. When you buy the book and join the private Stunning Digital Photography readers group.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780988263406/tony-northrup-s-dslr-book.jpg,39.25,233,"Mason Press, Incorporated",2012-12-01,25.3 x 20.3 x 1.3,Software Development
Jon Duckett,Internet Guides & Online Services,Digital Lifestyle,HTML & CSS,"Many books teaching HTML and CSS are dry and only written for those who want to become programmers, which is why this book takes an entirely new approach. Introduces HTML and CSS in a way that makes them accessible to everyone--hobbyists, students, and professionals--and it's full-color throughout Utilizes information graphics and lifestyle photography to explain the topics in a simple way that is engaging Boasts a unique structure that allows you to progress through the chapters from beginning to end or just dip into topics of particular interest at your leisure This educational book is one that you will enjoy picking up, reading, then referring back to. It will make you wish other technical topics were presented in such a simple, attractive and engaging way! ",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781118008188/html-css.jpg,33.25,512,John Wiley & Sons Inc,2011-10-21,23.3 x 18.8 x 2.5,Software Development
Simon Monk,Engineering Skills & Trades,Mechanical Engineering & Materials,Programming Arduino Next Steps,"The content of the book is heavily influenced by the Arduino user forums and answers many commonly asked questions. Coverage includes the Arduino Uno, Arduino Leonardo, and Arduino Due boards. Uses the same clear, concise writing style and convenient format popularized in Monk's bestseller, Programming Arduino: Getting Started with Sketches Focuses on programming rather than electronics-all concepts illustrated with working, well-tested code examples Answers commonly asked questions for Arduino developers who want to go beyond the basics Covers the basic Arduino Uno, plus the newer Leonardo and Due boards Shows how to incorporate advanced techniques in memory management, signal processing, communications, and performance Explains how to program the Arduino to communicate with the Internet ",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780071830256/programming-arduino-next-steps.jpg,21.75,288,McGraw-Hill Education - Europe,2013-10-16,22.4 x 21.3 x 1.5,Software Development
John Walkenbach,Business Applications,Computing & I.T.,Excel VBA Programming For Dummies,"In order to take Excel to the next level, you need to understand and implement the power of Visual Basic for Applications (VBA). This 4th edition of Excel VBA Programming For Dummies introduces you to a wide array of new Excel options, beginning with the most important tools and operations for the Visual Basic Editor. Inside, you'll get the lowdown on the essential elements and concepts for programming with Excel, discover techniques for handling errors and exterminating bugs, working with range objects, controlling program flow, and much more.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781119077398/excel-vba-programming-for-dummies.jpg,38.5,408,John Wiley & Sons Inc,2015-10-02,23.4 x 18.7 x 2.0,Software Development
"Chris Minnick,Eva Holland,Nikhil Abraham",Computer Programming & Software Development,Computing & I.T.,Coding with JavaScript For Dummies,"Coding with JavaScript For Dummies  provides easy, hands-on instruction for anyone looking to learn this popular client-side language. No experience? No problem! This friendly guide starts from the very beginning and walks you through the basics, then shows you how to apply what you've learned to real projects. You'll start building right away, including web page elements and simple applications, so you can immediately see how JavaScript is used in the real world. Online exercises allow you to test your code and expand your skills, and the easy-to-follow instruction provides step-by-step guidance toward understanding the JavaScript syntax, applications, and language.  ",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781119056072/coding-with-javascript-for-dummies.jpg,33.25,360,John Wiley & Sons Inc,2015-06-05,23.5 x 18.8 x 1.8,Software Development
Sam Harris,Programming & Scripting Languages,Computer Programming & Software Development,Letter to a Christian Nation,"From the new afterword by the author: Humanity has had a long fascination with blood sacrifice. In fact, it has been by no means uncommon for a child to be born into this world only to be patiently and lovingly reared by religious maniacs, who believe that the best way to keep the sun on its course or to ensure a rich harvest is to lead him by tender hand into a field or to a mountaintop and bury, butcher, or burn him alive as offering to an invisible God. The notion that Jesus Christ died for our sins and that his death constitutes a successful propitiation of a ""loving"" God is a direct and undisguised inheritance of the superstitious bloodletting that has plagued bewildered people throughout history. . .",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780307278777/letter-to-a-christian-nation.jpg,17.9,120,Random House USA Inc,2008-01-08,20.5 x 13.3 x 1.1,Software Development
"Stef Maruch,Aahz Maruch",Computer Programming & Software Development,Computing & I.T.,Python For Dummies,Click on the Google Preview image above to read some pages of this book!,https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780471778646/python-for-dummies.jpg,35.35,432,John Wiley and Sons Ltd,2006-08-29,23.45 x 18.71 x 2.49,Software Development
Ross Hoddinott,Photographic Equipment & Techniques,Photography & Photographs,Digital Macro & Close-up Photography,"In this title, equipment and basic techniques are clearly explained. It is a comprehensive guide and technical terms are demystified in Jargon Busting boxes. Subjects including insects, reptiles, wildflowers and manmade textures discussed with stunning example shots Ross Hoddinott has completely revised, and also expanded upon, his hugely successful Digital Macro Photography (9781861085306). This book takes you on an incredible journey into the macro world where you can see insects that look like aliens, the hidden symmetries of plants or the normally invisible workings of a machine blown-up to huge proportions. Technical terms, the basic techniques and how to get the best from your camera are all explained in a direct and easy-to-follow way. Choosing your subjects, lighting them and post-camera processing are all covered in the same accessible way, accompanied by stunning example shots and invaluable tips.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781907708763/digital-macro-close-up-photography.jpg,26.95,192,Guild of Master Craftsman Publications Ltd,2013-10-01,23.7 x 25.0 x 1.4,Software Development
Julie Adair King,Electronics & Communications Engineering,Engineering & Technology,Nikon D3400 for Dummies,"Discover the essentials to getting better photos with the Nikon DLSLR D3400 The Nikon D3400 hits stores as Nikon's most advanced entry-level DSLR camera. Along with the pixel power to deliver sharp images, it also offers tools to be instantly creative and quickly share photos to a smartphone. This book will get you up to speed on the D3400 in a flash?teaching you all the basic photography skills needed to get great shots from a DSLR camera, while also giving you clear, hands-on guidance through the D3400's specific controls. Nikon D3400 for Dummies helps you learn the ins and outs of the Nikon D3400, including how to get started right away in auto mode, get creative with scene modes, and take full control in manual mode. Filled with practical, easy-to-follow instructions, this book will help you transform from an inexperienced beginner to an advanced shutterbug whose shots could grace the cover of any popular magazine.  Get the lowdown on the controls and settings on a Nikon D3400 Learn how pro photographers set their cameras to get better shots Discover the tools that control your camera's exposure settings Put your newfound knowledge together to shoot better portraits, action shots, and low-light images  If you're ready to put down your dinky, dim-lit, non-zooming smartphone and pick up a real professional-grade DSLR camera, do so with the help of Nikon D3400 for Dummies.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781119336242/nikon-d3400-for-dummies.jpg,33.25,352,John Wiley & Sons Inc,2016-12-16,23.0 x 18.5 x 1.5,Software Development
"Jessica Herthel,Jazz Jennings,Shelagh McNicholas",Body & Health for Children & Teenagers,Personal & Social Issues,I Am Jazz,"Jessica Herthel is the director of the Stonewall National Education Project, which networks LGBTQ inclusive school districts and develops educational materials for the classroom. Jazz Jennings is twelve years old. She is an honorary co-founder of the TransKids Purple Rainbow Foundation.  She has appeared on the Oprah Winfrey Network, 20/20 specials with Barbara Walters, and The Rosie Show, and she speaks at schools and conferences across the country. Shelagh McNicholas has illustrated many books for children, including The Perfect Pony and Little Ballet Star. She lives in England.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9780803741072/i-am-jazz.jpg,24.5,28,Penguin Putnam Inc,2015-01-02,27.6 x 23.5 x 0.9,Software Development
Camille McCue,Computing,For Dummies Books,Coding For Kids ,"Coding For Kids For Dummies breaks coding into a series of small projects, each designed to teach elementary-to-middle-school-aged students a core concept to build a game, application, or other tool. In this his hands-on, friendly guide readers will get access to a leading coding tool that has been designed specifically for kids, showing them how to create the projects provided in the book as well as how to implement them into their own creative work.",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781118940327/coding-for-kids.jpg,33.25,384,John Wiley & Sons Inc,2014-11-07,23.5 x 18.6 x 1.7,Software Development
Julie Adair King,Electronics & Communications Engineering,Engineering & Technology,Digital Photography For Dummies,"Whether you're shooting with an inexpensive point-and-shoot camera, a smartphone or tablet, a high-priced contraption, or one of those new-fangled action cameras, it's possible to take your digital photos from good to great by applying a few simple tricks—and Digital Photography For Dummies shows you how! Packed with tips, advice, and insight you won't find in your camera's manual, this friendly guide quickly gets you up to speed on proven photography techniques to help your digital pictures say more than a thousand words!",https://www.booktopia.com.au/http_coversbooktopiacomau/big/9781119235606/digital-photography-for-dummies.jpg,27.75,320,John Wiley & Sons Inc,2016-06-24,23.4 x 18.9 x 1.5,Software Development
